band,bandLabel,reclabel
Q282388,Orthrelm,Q993066
Q282348,Animosity,Q2905412
Q282348,Animosity,Q28368754
Q282486,Deep Dish,Q664167
Q282486,Deep Dish,Q8056313
Q483407,Ramones,Q126039
Q483407,Ramones,Q165711
Q483407,Ramones,Q1088453
Q483407,Ramones,Q1536003
Q483407,Ramones,Q2301434
Q193997,Polar Bear Club,Q913631
Q194694,Timex Social Club,Q1308364
Q197208,16,Q657558
Q191920,Zero Down,Q605388
Q192463,Creedence Clearwater Revival,Q1308364
Q201909,The Diplomats,Q1039432
Q201909,The Diplomats,Q1153032
Q203062,The Aggrolites,Q1239845
Q201918,Every Avenue,Q1399294
Q204289,Boston,Q216364
Q202654,Pavlov's Dog,Q287177
Q754051,Pennywise,Q726153
Q755034,Atheist,Q657558
Q753905,The Platters,Q165745
Q753905,The Platters,Q1973145
Q902881,Fishbone,Q183387
Q903536,Bread,Q726251
Q903185,Brazilian Girls,Q1124849
Q795279,B2K,Q216364
Q795632,Bruce-Baker-Moore,Q193023
Q797889,Flying Saucer Attack,Q1254522
Q822001,The Legion of Doom,Q10301351
Q822462,Born Against,Q7921572
Q821917,Hot Cross,Q264980
Q821917,Hot Cross,Q595607
Q821198,Berlin,Q212699
Q821198,Berlin,Q1123266
Q908396,Malevolent Creation,Q158886
Q908458,The Runaways,Q165745
Q908458,The Runaways,Q656155
Q908167,Embrace the End,Q158867
Q885237,Bloodsimple,Q843402
Q885016,Blonde Redhead,Q238095
Q885016,Blonde Redhead,Q906571
Q885113,Blood Feast,Q52063124
Q885173,Blood for Blood,Q1636558
Q884489,Blitzkid,Q183412
Q884163,Blind Melon,Q183412
Q204781,Shearwater,Q6875922
Q920603,The Rescues,Q1025106
Q918241,Pillar,Q3001888
Q918241,Pillar,Q5399565
Q918241,Pillar,Q5459086
Q922034,Municipal Waste,Q158886
Q922034,Municipal Waste,Q838544
Q919230,Moriarty,Q2337027
Q919531,Hockey,Q193023
Q207938,Owl City,Q4413456
Q212464,New Kids on the Block,Q183387
Q213249,Vista Chino,Q693194
Q472595,OutKast,Q216364
Q472595,OutKast,Q7261457
Q472595,OutKast,Q56760250
Q776315,Arc Angels,Q212699
Q769803,Fania All-Stars,Q1395670
Q775690,Guster,Q183387
Q775690,Guster,Q4829895
Q769430,BulletBoys,Q843402
Q775506,Dance Hall Crashers,Q615816
Q775719,Skrew,Q756320
Q776932,The Flock,Q183387
Q771938,Legs Diamond,Q1808682
Q775830,The Fat Boys,Q822167
Q270055,7 Year Bitch,Q202440
Q270055,7 Year Bitch,Q2930498
Q271513,The Fray,Q216364
Q270019,7 Seconds,Q216364
Q270019,7 Seconds,Q438628
Q270019,7 Seconds,Q2154708
Q269450,Suffocation,Q657558
Q765177,The Standells,Q193023
Q764671,Madball,Q158886
Q764671,Madball,Q726153
Q764671,Madball,Q5582561
Q765409,Grandmaster Flash and the Furious Five,Q726251
Q765409,Grandmaster Flash and the Furious Five,Q3503043
Q816079,Belly,Q165711
Q816079,Belly,Q238095
Q816079,Belly,Q843402
Q816452,Vampire Weekend,Q1123947
Q815610,Believer,Q756320
Q284805,Blue Foundation,Q784001
Q285108,Suicide,Q240804
Q285108,Suicide,Q671229
Q285108,Suicide,Q2906225
Q285108,Suicide,Q7305106
Q285534,Original Memphis Five,Q1453295
Q485231,Cannibal Corpse,Q756320
Q485673,Garbage,Q2299832
Q485673,Garbage,Q4733859
Q277551,Panic! at the Disco,Q1046066
Q277551,Panic! at the Disco,Q2291171
Q277551,Panic! at the Disco,Q5190199
Q277230,98 Degrees,Q43327
Q806227,Band of Susans,Q2906225
Q806227,Band of Susans,Q3933535
Q805038,Balkan Beat Box,Q1953930
Q804567,Blue Cheer,Q1536003
Q208767,The Stooges,Q183387
Q208767,The Stooges,Q726251
Q208767,The Stooges,Q1397914
Q208767,The Stooges,Q2909797
Q785051,Naughty by Nature,Q664167
Q785051,Naughty by Nature,Q2338889
Q783571,Austrian Death Machine,Q756320
Q784418,"Oh, Sleeper",Q305378
Q786623,Grandaddy,Q6479040
Q784109,Git Fresh,Q27184
Q783699,Bastro,Q1254522
Q783699,Bastro,Q1626081
Q208211,Dead Kennedys,Q438628
Q208211,Dead Kennedys,Q2265719
Q208211,Dead Kennedys,Q2494570
Q208031,Enon,Q1853623
Q917861,Flogging Molly,Q266645
Q916702,Cairo,Q3843260
Q906381,The Buzzhorn,Q202440
Q906466,Socialburn,Q726251
Q905984,The Lounge Lizards,Q1611073
Q906472,Course of Nature,Q4049484
Q907540,Puddle of Mudd,Q38903
Q906619,Dixie Dregs,Q664167
Q906619,Dixie Dregs,Q1984458
Q906478,Glass Casket,Q158867
Q818377,Gym Class Heroes,Q1046066
Q818377,Gym Class Heroes,Q2291171
Q818377,Gym Class Heroes,Q5190199
Q816495,Ben Folds Five,Q264137
Q816495,Ben Folds Five,Q4352944
Q284351,The Locust,Q726153
Q284351,The Locust,Q3110013
Q284351,The Locust,Q7797676
Q284408,Dredg,Q231694
Q284457,The Peanut Butter Conspiracy,Q183387
Q283986,Mink DeVille,Q193023
Q922528,Cameo,Q165745
Q922528,Cameo,Q645889
Q922528,Cameo,Q1075623
Q922528,Cameo,Q4816001
Q922445,Pavement,Q1238400
Q922445,Pavement,Q1254522
Q922445,Pavement,Q3074625
Q922445,Pavement,Q4034425
Q813658,"Beck, Bogert & Appice",Q202440
Q813658,"Beck, Bogert & Appice",Q216364
Q813447,Beautiful Creatures,Q843402
Q813076,Beat Happening,Q3080929
Q812842,Beach House,Q778673
Q808863,Barren Cross,Q7600903
Q810908,Battalion of Saints,Q3869170
Q813132,Beatallica,Q7080121
Q910459,Bury Your Dead,Q1390427
Q912909,The Raconteurs,Q377453
Q912800,Stars of the Lid,Q1144907
Q912127,Tad,Q778673
Q209182,Public Enemy,Q17017901
Q206066,1910 Fruitgum Company,Q304971
Q207306,Godsmack,Q2482872
Q209182,Public Enemy,Q183387
Q209182,Public Enemy,Q654283
Q488728,Dirty Dozen Brass Band,Q1124061
Q488728,Dirty Dozen Brass Band,Q2992065
Q488562,Angels & Airwaves,Q212699
Q487351,Anathallo,Q575017
Q487342,Hues Corporation,Q202585
Q214237,The All-American Rejects,Q2311775
Q214237,The All-American Rejects,Q5288377
Q928304,The Fugs,Q1275949
Q928304,The Fugs,Q1435522
Q328333,Asesino,Q1864938
Q328612,From a Second Story Window,Q2905412
Q331016,Blue Öyster Cult,Q183387
Q806235,Band of Horses,Q183387
Q806235,Band of Horses,Q778673
Q806235,Band of Horses,Q1397914
Q808333,BarlowGirl,Q3743853
Q807912,Barcelona,Q4005789
Q808701,Baroness,Q657558
Q300456,A Life Once Lost,Q675208
Q300456,A Life Once Lost,Q4037112
Q300119,AUX 88,Q1925796
Q300397,A Dozen Furies,Q1347984
Q294487,Animal Liberation Orchestra,Q2608177
Q300388,A Different Breed of Killer,Q2154708
Q300386,A Day to Remember,Q1636558
Q300386,A Day to Remember,Q3150119
Q788589,Baha Men,Q183412
Q787071,Autolux,Q3328854
Q790063,Avail,Q605388
Q788038,Street Drum Corps,Q7968897
Q786668,Lizzy Borden,Q756320
Q794156,Azteca,Q183387
Q795030,Brujeria,Q158886
Q795030,Brujeria,Q438628
Q795030,Brujeria,Q6430602
Q788242,Autopilot Off,Q190585
Q281894,Converge,Q264980
Q281894,Converge,Q726153
Q281894,Converge,Q4037112
Q913590,The Rippingtons,Q671097
Q913662,The Distillers,Q165711
Q913662,The Distillers,Q726153
Q913662,The Distillers,Q1239845
Q913560,The Brides of Funkenstein,Q202440
Q489653,Andain,Q880314
Q489293,The Call,Q2338889
Q488833,Anberlin,Q1025106
Q491892,Static-X,Q843402
Q490289,Bravehearts,Q183387
Q492653,Casa Loma Orchestra,Q193023
Q492653,Casa Loma Orchestra,Q557632
Q492653,Casa Loma Orchestra,Q1757254
Q830598,Savatage,Q158886
Q830598,Savatage,Q202440
Q830598,Savatage,Q1113541
Q830761,Possessed,Q1113541
Q282531,Train,Q183387
Q282531,Train,Q202440
Q283487,Taking Back Sunday,Q843402
Q283487,Taking Back Sunday,Q1636558
Q282714,Honor Society,Q10307972
Q484595,Anal Cunt,Q657558
Q484595,Anal Cunt,Q838544
Q332399,Traveling Wilburys,Q126399
Q332399,Traveling Wilburys,Q585603
Q332399,Traveling Wilburys,Q843402
Q332399,Traveling Wilburys,Q56404384
Q214418,The Bangles,Q183387
Q214418,The Bangles,Q2265719
Q214418,The Bangles,Q3244698
Q829138,TV on the Radio,Q238095
Q829138,TV on the Radio,Q1324712
Q829138,TV on the Radio,Q1853623
Q827071,Four Hundred Years,Q746540
Q824864,The Newbeats,Q5751258
Q822802,Mr. Big,Q202440
Q925677,Broken Bells,Q183387
Q923123,The Murder City Devils,Q778673
Q922875,Broadway Calls,Q3877531
Q924288,Brodequin,Q7897112
Q923667,Today Is the Day,Q474627
Q923667,Today Is the Day,Q657558
Q925747,Broken Hope,Q756320
Q331790,Interpol,Q193023
Q331790,Interpol,Q1327994
Q331887,Abscess,Q657558
Q485220,Good Charlotte,Q216364
Q484993,The Mars Volta,Q38903
Q500350,Dirty Rotten Imbeciles,Q756320
Q500350,Dirty Rotten Imbeciles,Q5504588
Q499665,The Motels,Q193023
Q501408,Margot & the Nuclear So and So's,Q216364
Q214039,Beastie Boys,Q193023
Q214039,Beastie Boys,Q654283
Q214039,Beastie Boys,Q3330733
Q214039,Beastie Boys,Q7295379
Q914261,Dropbox,Q38903
Q914047,Chaos Chaos,Q809177
Q913673,Underoath,Q18628
Q914716,The Robins,Q125272
Q914716,The Robins,Q3492699
Q915714,Bright Eyes,Q155152
Q915714,Bright Eyes,Q1758109
Q915714,Bright Eyes,Q1810123
Q909483,Spin Doctors,Q216364
Q908540,Brenda & the Tabulations,Q4779433
Q908712,The Black Dahlia Murder,Q756320
Q908848,Devo,Q843402
Q909731,All Time Low,Q1046066
Q909731,All Time Low,Q5370465
Q292198,ohGr,Q2533251
Q292960,DC Talk,Q3314894
Q294453,All,Q726153
Q294453,All,Q5190314
Q308644,G-Unit,Q231694
Q308644,G-Unit,Q654283
Q308644,G-Unit,Q919701
Q305690,Abattoir,Q1113541
Q304469,The Famous Flames,Q1973145
Q334093,Neurosis,Q438628
Q334093,Neurosis,Q657558
Q334093,Neurosis,Q3338703
Q830379,Modern Jazz Quartet,Q193023
Q830379,Modern Jazz Quartet,Q202440
Q830379,Modern Jazz Quartet,Q213710
Q830379,Modern Jazz Quartet,Q1811175
Q830379,Modern Jazz Quartet,Q3844913
Q485811,Fall Out Boy,Q281881
Q485811,Fall Out Boy,Q1046066
Q485811,Fall Out Boy,Q2291171
Q485811,Fall Out Boy,Q5190199
Q300618,A Wilhelm Scream,Q1157038
Q302533,Chiodos,Q264980
Q302533,Chiodos,Q7299616
Q301142,Descendents,Q605388
Q301142,Descendents,Q726153
Q301142,Descendents,Q3875178
Q367687,Texas Tornados,Q50133002
Q366797,Adrenaline Mob,Q158867
Q368459,Brides of Destruction,Q1347984
Q367254,Yeasayer,Q240804
Q368660,Battlecross,Q756320
Q367114,Good Riddance,Q605388
Q927112,Less Than Jake,Q605388
Q927112,Less Than Jake,Q1046066
Q927112,Less Than Jake,Q1631774
Q927112,Less Than Jake,Q5276847
Q925749,Spineshank,Q18628
Q925946,Brokencyde,Q2598277
Q926231,The Murmurs,Q2338889
Q1291238,The Faith,Q1228431
Q1291507,Ohio Players,Q7987135
Q1286192,Enforsaken,Q56598769
Q1291981,All-4-One,Q202440
Q1287264,Ednaswap,Q2576206
Q1289665,Shenandoah,Q183387
Q1289665,Shenandoah,Q193023
Q1295759,Planet X,Q702361
Q1290491,The Flirts,Q2907992
Q800133,I Set My Friends On Fire,Q726153
Q804352,Blaqk Audio,Q231694
Q804352,Blaqk Audio,Q7643034
Q798622,Bad Acid Trip,Q2143246
Q803876,Biohazard,Q165745
Q798682,Bad English,Q216364
Q800133,I Set My Friends On Fire,Q21077
Q798626,Bad Astronaut,Q605388
Q798626,Bad Astronaut,Q5893261
Q215125,Flyleaf,Q277626
Q221358,Shadowfax,Q193023
Q221358,Shadowfax,Q287177
Q221358,Shadowfax,Q933025
Q221358,Shadowfax,Q6318209
Q217984,Znowhite,Q1123266
Q218837,The Supremes,Q43327
Q218814,Zolof the Rock & Roll Destroyer,Q1146832
Q218837,The Supremes,Q6694886
Q218464,25 ta Life,Q7624182
Q338133,Siege,Q5261344
Q338835,Acceptance,Q183387
Q338835,Acceptance,Q7751417
Q216856,N.W.A,Q522618
Q216856,N.W.A,Q575026
Q291153,Demolition Hammer,Q158867
Q287206,Commodores,Q43327
Q292061,AFI,Q231694
Q292061,AFI,Q1899781
Q292061,AFI,Q2154708
Q1327539,The Ghost Inside,Q726153
Q1327973,The Mighty Mighty Bosstones,Q1758003
Q1326880,Skarhead,Q1655258
Q1329167,Shalamar,Q183412
Q1327765,Element Eighty,Q38903
Q1329164,Oceano,Q838544
Q1329164,Oceano,Q2117925
Q286724,MewithoutYou,Q2297042
Q286750,Phuture,Q1962734
Q286792,Boysetsfire,Q264980
Q286792,Boysetsfire,Q1016801
Q286792,Boysetsfire,Q4037112
Q285923,downset.,Q165745
Q285923,downset.,Q726153
Q287142,Goodie Mob,Q726251
Q287142,Goodie Mob,Q1273666
Q287142,Goodie Mob,Q1338446
Q220938,Cirith Ungol,Q756320
Q221021,Yo La Tengo,Q1327994
Q221021,Yo La Tengo,Q4034425
Q363873,Exile,Q216364
Q363873,Exile,Q843402
Q363873,Exile,Q1066294
Q363873,Exile,Q64485314
Q211277,The Mamas & the Papas,Q3716272
Q211526,The Byrds,Q183387
Q211526,The Byrds,Q726251
Q211526,The Byrds,Q1998195
Q219874,Village People,Q202585
Q219874,Village People,Q1046707
Q830316,MC5,Q202440
Q830316,MC5,Q726251
Q334537,Obituary,Q18628
Q335036,Alter Bridge,Q18628
Q335036,Alter Bridge,Q1025106
Q335036,Alter Bridge,Q1473565
Q309001,Morbid Angel,Q838544
Q833732,Emanuel,Q669127
Q832086,Dave Matthews Band,Q202585
Q834169,I:Scintilla,Q1173653
Q832141,Down,Q726251
Q836613,No Mercy,Q180277
Q836613,No Mercy,Q664167
Q834362,The Bellrays,Q438628
Q342857,Across the Sun,Q756320
Q339088,Canned Heat,Q1392321
Q339671,Next,Q664167
Q344664,Acumen Nation,Q5447497
Q341374,Acid King,Q7542915
Q1323681,Snot,Q212699
Q1324566,Hawthorne Heights,Q1636558
Q1326522,Martha and the Vandellas,Q43327
Q1325948,Electrik Red,Q7280875
Q1321152,Lovage,Q1644016
Q1325922,Electric President,Q474113
Q1321305,Either/Orchestra,Q2927499
Q1323135,Giant,Q277626
Q839904,Dead Meadow,Q1327994
Q845515,Transatlantic,Q702361
Q841778,Mahavishnu Orchestra,Q183387
Q842156,Lagwagon,Q605388
Q842639,Jon Oliva's Pain,Q292128
Q327344,Take 6,Q843402
Q648940,Symphony X,Q158886
Q648940,Symphony X,Q702361
Q222918,2nd Chapter of Acts,Q10334176
Q227525,36 Crazyfists,Q18628
Q223736,Velvet Revolver,Q202585
Q222517,Blackstreet,Q231694
Q221987,2AM Club,Q202585
Q1332134,The Breeders,Q238095
Q1332134,The Breeders,Q726251
Q1332195,Ugly Kid Joe,Q700359
Q1330704,FireHouse,Q216364
Q1329500,Red House Painters,Q238095
Q300569,A Static Lullaby,Q183387
Q300569,A Static Lullaby,Q675208
Q300569,A Static Lullaby,Q1399294
Q300602,A Tribe Called Quest,Q27184
Q300585,A Taste of Honey,Q193023
Q220730,The Killers,Q190585
Q220730,The Killers,Q304509
Q220730,The Killers,Q6660510
Q1319254,Nebula,Q657558
Q1317079,TRU,Q522618
Q1317079,TRU,Q1273666
Q1317079,TRU,Q1815770
Q1319448,The Icarus Line,Q851379
Q1319289,White Wizzard,Q838544
Q1319324,Skarp,Q438628
Q1308492,Tom Tom Club,Q165711
Q1308492,Tom Tom Club,Q190585
Q1308492,Tom Tom Club,Q729590
Q238263,4 Non Blondes,Q202440
Q238263,4 Non Blondes,Q231694
Q238288,4 The Cause,Q202585
Q312018,of Montreal,Q996818
Q319458,Machine Head,Q158886
Q312275,Silversun Pickups,Q5216047
Q319458,Machine Head,Q18628
Q311785,The Misfits,Q3906190
Q846373,The Temptations,Q202440
Q846373,The Temptations,Q1392321
Q846373,The Temptations,Q1542119
Q846373,The Temptations,Q1656672
Q846373,The Temptations,Q7971173
Q846373,The Temptations,Q59469453
Q846373,The Temptations,Q60545294
Q845759,Temple of the Dog,Q277626
Q846373,The Temptations,Q38903
Q846373,The Temptations,Q43327
Q846016,Hieroglyphics,Q5753228
Q321144,Abigail Williams,Q852900
Q1304600,The Sword,Q7299616
Q1299211,Say Anything,Q121698
Q1299211,Say Anything,Q264980
Q1308072,Jukebox the Ghost,Q21091
Q1307025,The Dillinger Escape Plan,Q657558
Q1307025,The Dillinger Escape Plan,Q838544
Q1472348,Y&T,Q277626
Q1472348,Y&T,Q935090
Q1472145,Gastr del Sol,Q1254522
Q1472126,The Chantays,Q1251139
Q1472795,Racer X,Q1406986
Q1472145,Gastr del Sol,Q7694262
Q1470404,It Dies Today,Q912649
Q1472033,Guided by Voices,Q1327994
Q1472033,Guided by Voices,Q2283665
Q1472033,Guided by Voices,Q7430573
Q1470229,Unloco,Q2016567
Q1470048,MU330,Q1631774
Q1470712,Nailbomb,Q18628
Q1471233,The Lively Ones,Q1183770
Q1470018,Sugarloaf,Q1392321
Q240767,Limp Bizkit,Q231694
Q240767,Limp Bizkit,Q1047366
Q240767,Limp Bizkit,Q3746620
Q493098,Tsunami Bomb,Q537118
Q493729,Fort Minor,Q843402
Q493697,The String Cheese Incident,Q7389161
Q494234,Pretty Girls Make Graves,Q430070
Q300558,A Skylit Drive,Q1399294
Q300519,A Perfect Circle,Q183412
Q300519,A Perfect Circle,Q203059
Q300543,A Rocket to the Moon,Q1046066
Q300522,A Plea for Purging,Q2669433
Q837988,Diva Destruction,Q4725925
Q838206,Little Charlie & the Nightcats,Q2093233
Q838984,Fun,Q1029135
Q838984,Fun,Q1046066
Q322569,Abney Park,Q1568650
Q323178,Above the Law,Q575026
Q327315,Emigrate,Q1124153
Q1338795,Emmure,Q1636558
Q1336827,Killdozer,Q1853623
Q1335631,Emery,Q305378
Q1335631,Emery,Q2297042
Q1334434,The Rembrandts,Q585643
Q1335095,Embrace,Q1228431
Q651146,The Ditty Bops,Q1542343
Q653480,Four Tops,Q183387
Q653480,Four Tops,Q772494
Q650002,The Jelly Jam,Q702361
Q652294,Golden Gate Quartet,Q885977
Q651398,Void,Q1228431
Q650492,Force MDs,Q1644016
Q649726,The Showdown,Q6901288
Q257511,Wavorly,Q3001888
Q257511,Wavorly,Q5459086
Q255751,Blues Magoos,Q1124849
Q255638,Since October,Q2297042
Q254371,Papa Roach,Q212699
Q259381,The Dream Syndicate,Q277626
Q259381,The Dream Syndicate,Q295794
Q259381,The Dream Syndicate,Q1088453
Q259381,The Dream Syndicate,Q3942184
Q322196,Cypress Hill,Q183387
Q322196,Cypress Hill,Q183412
Q322196,Cypress Hill,Q522618
Q322196,Cypress Hill,Q7377914
Q258398,BWP,Q183387
Q258794,Adelitas Way,Q203059
Q259254,Bon Jovi,Q165745
Q259254,Bon Jovi,Q190585
Q830586,New York Dolls,Q165745
Q830586,New York Dolls,Q585643
Q1473092,Uncle Tupelo,Q165711
Q1473092,Uncle Tupelo,Q1165455
Q1473092,Uncle Tupelo,Q5558403
Q1473012,Lazlo Bane,Q4733859
Q1472805,Kill Hannah,Q202440
Q1473439,Paul Winter Consort,Q277626
Q1473255,Richard Hell and the Voidoids,Q165711
Q837141,The Emotions,Q183387
Q837141,The Emotions,Q1546001
Q837300,The Pretty Reckless,Q231694
Q837300,The Pretty Reckless,Q2996526
Q362677,The J.B.'s,Q1742077
Q360484,Adolescents,Q3909384
Q357559,Crown Heights Affair,Q5243810
Q357340,Bon Iver,Q238095
Q357340,Bon Iver,Q511652
Q360727,Pulley,Q726153
Q494743,P.O.D.,Q202440
Q494743,P.O.D.,Q3427673
Q496287,Animotion,Q165745
Q497822,How to Destroy Angels,Q183387
Q497822,How to Destroy Angels,Q282722
Q231567,Zwan,Q645889
Q227525,36 Crazyfists,Q1124153
Q227525,36 Crazyfists,Q5206081
Q229496,3OH!3,Q3381546
Q229781,3rd Bass,Q654283
Q1474339,Senses Fail,Q669127
Q1474836,The Hush Sound,Q1046066
Q1474836,The Hush Sound,Q2291171
Q1474339,Senses Fail,Q5322638
Q1474836,The Hush Sound,Q5190199
Q1474836,The Hush Sound,Q6456938
Q1474525,Tuxedomoon,Q2261249
Q320099,McAuley Schenker Group,Q193023
Q320499,Faith No More,Q2606741
Q320499,Faith No More,Q62085864
Q847097,Trespassers William,Q1029135
Q847253,The Cadillacs,Q279035
Q847191,The Fleshtones,Q2265719
Q846991,The American Analog Set,Q4034425
Q847191,The Fleshtones,Q7305106
Q846991,The American Analog Set,Q7801485
Q847644,Sadistic Intent,Q8000759
Q847825,Grand Belial's Key,Q2025896
Q1361146,The Cramps,Q1139341
Q1361146,The Cramps,Q2265719
Q1361146,The Cramps,Q3639792
Q1361146,The Cramps,Q5998908
Q370835,Cynic,Q18628
Q370165,Dream,Q798658
Q370373,Madvillain,Q917511
Q1357523,Young-Holt Unlimited,Q202440
Q1357523,Young-Holt Unlimited,Q994175
Q1360643,Trans-Siberian Orchestra,Q202440
Q1360643,Trans-Siberian Orchestra,Q2002177
Q1356918,One Man Army,Q355175
Q1358683,Wilson Phillips,Q2511544
Q656561,Malfunkshun,Q2930498
Q656860,Leviathan,Q6912165
Q656786,House of Heroes,Q6901288
Q656287,Health,Q17070143
Q657093,Huey Lewis and the News,Q726251
Q657093,Huey Lewis and the News,Q1088453
Q1349811,Rumpelstiltskin Grinder,Q657558
Q1348695,Hellogoodbye,Q960732
Q1348291,Job for a Cowboy,Q756320
Q1346570,The Funk Brothers,Q43327
Q1350608,Probot,Q1848896
Q1353426,The Shirelles,Q7800271
Q1346522,Nazz,Q202440
Q1346522,Nazz,Q5144791
Q1343467,The Great Commission,Q2669433
Q1342505,Pearls Before Swine,Q1275949
Q1342379,Engine Down,Q430070
Q1343586,Fly,Q311439
Q1340444,Motion City Soundtrack,Q183387
Q1340444,Motion City Soundtrack,Q726153
Q1344949,The Blues Brothers,Q202440
Q1478567,The Red Chord,Q756320
Q1478077,Living Colour,Q216364
Q1478077,Living Colour,Q477213
Q1478806,The S.O.S. Band,Q12005038
Q655782,The Dead Weather,Q377453
Q655623,La Dispute,Q3877531
Q655504,The Minus 5,Q8052513
Q655648,Boys Like Girls,Q183387
Q655648,Boys Like Girls,Q56760250
Q1340422,Endeverafter,Q5190199
Q1340422,Endeverafter,Q7299616
Q1338886,Smith Westerns,Q1397914
Q1338886,Smith Westerns,Q6897006
Q1339648,Flotsam and Jetsam,Q756320
Q1339784,Reverend,Q264137
Q1340022,Enchant,Q702361
Q1339877,Hindu Love Gods,Q1402435
Q674913,Touché Amoré,Q726153
Q674913,Touché Amoré,Q3877531
Q674913,Touché Amoré,Q4037112
Q673502,Eisley,Q264980
Q675787,Flobots,Q3551294
Q676620,Autopsy,Q1465200
Q675551,Audiovent,Q202440
Q673420,Concrete Blonde,Q2265719
Q606879,Portugal. The Man,Q264980
Q606879,Portugal. The Man,Q1399294
Q606289,Living Things,Q1899781
Q616505,Icon for Hire,Q2297042
Q617116,Sanctus Real,Q2504576
Q613283,Ghosts and Vodka,Q794724
Q616239,Scandal,Q183387
Q615186,The Chantels,Q15951162
Q613059,The Neville Brothers,Q277626
Q254138,Slipknot,Q18628
Q1365561,Wakey!Wakey!,Q2413622
Q1163439,The Autumn Offering,Q1636558
Q1369759,Leeway,Q3922628
Q1369148,John Mayer Trio,Q183387
Q1369148,John Mayer Trio,Q4829895
Q1368192,Espers,Q1254522
Q1368192,Espers,Q6666144
Q1163718,Hepcat,Q797236
Q1370393,Pretty Boy Floyd,Q304509
Q847970,The Used,Q645889
Q847970,The Used,Q942820
Q849875,Neutral Milk Hotel,Q729248
Q849875,Neutral Milk Hotel,Q1921640
Q848428,Botch,Q2718029
Q848924,Brain Drill,Q756320
Q857965,Alien Ant Farm,Q2482872
Q853469,Dispatch,Q38903
Q856941,Ratt,Q202440
Q858688,Big Brother and the Holding Company,Q183387
Q858464,Big Bad Voodoo Daddy,Q231694
Q1364795,Little Anthony and the Imperials,Q949848
Q1364795,Little Anthony and the Imperials,Q1542119
Q1364795,Little Anthony and the Imperials,Q2873375
Q1364795,Little Anthony and the Imperials,Q5375804
Q1364795,Little Anthony and the Imperials,Q5400827
Q1364795,Little Anthony and the Imperials,Q28478863
Q1169435,Killradio,Q183387
Q1171184,Lillian Axe,Q2338889
Q1169219,Pierce the Veil,Q264980
Q1169219,Pierce the Veil,Q1399294
Q1172037,Heroin,Q5598069
Q1543041,The Osmonds,Q726251
Q1543041,The Osmonds,Q843402
Q1543041,The Osmonds,Q1881437
Q1543041,The Osmonds,Q1998195
Q1542012,Grails,Q3338703
Q1526040,Kids in the Way,Q5459086
Q1541393,Graf Orlock,Q595607
Q1542508,Grand Archives,Q778673
Q654716,"Peter, Paul and Mary",Q843402
Q654147,All That Remains,Q2001931
Q654778,London After Midnight,Q2333358
Q1473918,Revolting Cocks,Q2545760
Q1474254,Three Dog Night,Q183387
Q1474254,Three Dog Night,Q216364
Q1474254,Three Dog Night,Q3716272
Q1473535,Vengeance Rising,Q6044300
Q1165645,Lisa Lisa and Cult Jam,Q183387
Q1165609,USA for Africa,Q183387
Q1164494,Danny & the Juniors,Q2003258
Q1165867,Save Ferris,Q216364
Q1165867,Save Ferris,Q56826329
Q1164913,Morphine,Q656752
Q1164913,Morphine,Q1899781
Q1497673,The Originals,Q43327
Q1495801,Gateway Worship,Q15401689
Q1502614,Swell,Q17151329
Q1500073,Pere Ubu,Q165745
Q1500073,Pere Ubu,Q729590
Q1500073,Pere Ubu,Q1088453
Q1500073,Pere Ubu,Q2311775
Q1503015,Thrice,Q726153
Q1503015,Thrice,Q7630655
Q1476234,Government Issue,Q1228431
Q1476499,Hootie & the Blowfish,Q202440
Q1476787,Handsome Boy Modeling School,Q202440
Q1476787,Handsome Boy Modeling School,Q726251
Q1476787,Handsome Boy Modeling School,Q1644016
Q1476516,Luscious Jackson,Q3330733
